0,0.44174
0.01,0.79434
0.02,0.56734
0.03,-1.0199
0.04,2.1632
0.05,0.73865
0.06,0.3989
0.07,0.52137
0.08,0.55997
0.09,0.86321
0.1,0.59881
0.11,-0.45306
0.12,-0.81081
0.13,-1.5015
0.14,-0.98895
0.15,-0.71425
0.16,1.5805
0.17,0.95174
0.18,0.67133
0.19,1.3588
0.2,0.87481
0.21,-0.40605
0.22,-1.1333
0.23,0.63021
0.24,1.6018
0.25,-1.6712
0.26,-1.021
0.27,-1.7237
0.28,-0.84683
0.29,-1.1019
0.3,1.6699
0.31,-0.71009
0.32,-0.97068
0.33,0.68924
0.34,1.1433
0.35,-1.2613
0.36,-0.73186
0.37,-0.65653
0.38,-0.40318
0.39,-0.11329
0.4,-0.20016
0.41,-0.08656
0.42,0.20661
0.43,0.071665
0.44,0.012992
0.45,0.77639
0.46,-0.54624
0.47,0.20747
0.48,0.079132
0.49,-1.8642
0.5,0.30189
0.51,-0.6352
0.52,0.15972
0.53,-0.51723
0.54,1.0583
0.55,-0.92733
0.56,-1.0123
0.57,-0.60426
0.58,-0.43346
0.59,0.54545
0.6,-0.26702
0.61,-1.9056
0.62,1.1857
0.63,-0.35367
0.64,0.010261
0.65,-0.50538
0.66,0.39152
0.67,-0.27578
0.68,-0.7393
0.69,-0.53639
0.7,2.4091
0.71,-0.10004
0.72,-0.43339
0.73,-0.63053
0.74,0.42858
0.75,-0.33146
0.76,0.60939
0.77,0.29882
0.78,-0.17095
0.79,-0.9192
0.8,0.8623
0.81,0.73725
0.82,-0.29492
0.83,-1.1484
0.84,1.7275
0.85,1.3182
0.86,1.0738
0.87,-0.11412
0.88,1.3373
0.89,1.2045
0.9,0.25523
0.91,0.025815
0.92,-0.53597
0.93,-0.49938
0.94,-1.3317
0.95,1.7481
0.96,0.77788
0.97,0.31838
0.98,-1.7138
0.99,1.242
1,-0.14918
1.01,0.34052
1.02,1.1068
1.03,0.7516
1.04,1.4978
1.05,-1.5407
1.06,-2.4388
1.07,-0.76307
1.08,0.25479
1.09,-1.0609
1.1,-0.427
1.11,-0.28688
1.12,0.70831
1.13,-0.50158
1.14,-0.27077
1.15,0.1553
1.16,0.44632
1.17,-0.86893
1.18,-0.56863
1.19,-0.97179
1.2,-1.4616
1.21,0.49542
1.22,-0.085306
1.23,0.55775
1.24,0.18937
1.25,1.7544
1.26,-0.63118
1.27,-0.23762
1.28,1.4684
1.29,1.0587
1.3,-2.3669
1.31,0.92789
1.32,1.5806
1.33,0.17097
1.34,-0.26462
1.35,0.33284
1.36,-1.1375
1.37,0.5111
1.38,-1.3216
1.39,-0.19925
1.4,0.72703
1.41,0.46659
1.42,-2.345
1.43,-0.14755
1.44,-0.61865
1.45,-0.4323
1.46,-0.20355
1.47,-0.70635
1.48,-0.3499
1.49,-0.58631
1.5,-0.42069
1.51,0.79795
1.52,-0.041625
1.53,-0.61497
1.54,-0.30869
1.55,0.63914
1.56,0.6669
1.57,0.67526
1.58,0.60679
1.59,-0.42142
1.6,1.0587
1.61,-2.3408
1.62,-0.37398
1.63,0.18004
1.64,1.0232
1.65,-0.17416
1.66,-0.098028
1.67,0.47584
1.68,1.6001
1.69,-0.65135
1.7,-0.073851
1.71,0.37982
1.72,0.52248
1.73,0.22336
1.74,0.69325
1.75,-1.2358
1.76,-0.17182
1.77,-0.50066
1.78,0.95218
1.79,0.18574
1.8,-1.2816
1.81,0.52753
1.82,0.1062
1.83,0.50969
1.84,-0.64312
1.85,-0.95767
1.86,0.68203
1.87,0.046811
1.88,-0.36118
1.89,-1.2092
1.9,-0.91704
1.91,0.97923
1.92,0.021277
1.93,-0.28809
1.94,-1.1756
1.95,0.73361
1.96,-1.2338
1.97,0.19081
1.98,-0.65803
1.99,-0.0073835
2,-0.61019
2.01,-1.5438
2.02,-0.95089
2.03,-1.0777
2.04,2.5754
2.05,0.89665
2.06,-0.82299
2.07,1.5353
2.08,1.8025
2.09,-0.49184
2.1,-0.77725
2.11,-2.5273
2.12,-0.29771
2.13,-0.57644
2.14,1.6771
2.15,-0.8127
2.16,0.91879
2.17,-1.7009
2.18,-0.46109
2.19,-0.4419
2.2,0.23881
2.21,-0.079622
2.22,-1.8116
2.23,-0.44876
2.24,0.153
2.25,-1.5145
2.26,-1.0772
2.27,1.0484
2.28,0.51634
2.29,1.083
2.3,-0.67055
2.31,-2.054
2.32,-0.25493
2.33,-0.33943
2.34,0.33167
2.35,1.0307
2.36,0.7246
2.37,1.2312
2.38,0.11344
2.39,0.031565
2.4,0.58438
2.41,0.91478
2.42,-0.2955
2.43,0.8417
2.44,-0.71836
2.45,-0.35098
2.46,0.32576
2.47,0.087373
2.48,-2.4528
2.49,1.4987
2.5,0.85485
2.51,0.72261
2.52,-0.020607
2.53,0.098902
2.54,-1.0666
2.55,0.25487
2.56,0.5142
2.57,0.51534
