0,-0.66911
0.01,-0.39032
0.02,-0.6518
0.03,0.60562
0.04,-0.7381
0.05,-1.0136
0.06,0.61294
0.07,-0.35349
0.08,0.4415
0.09,-0.26201
0.1,0.36937
0.11,-2.4547
0.12,0.58558
0.13,1.9832
0.14,1.1788
0.15,1.0603
0.16,-0.080413
0.17,0.35018
0.18,0.42328
0.19,0.28525
0.2,-0.6318
0.21,-0.14379
0.22,0.043455
0.23,-0.25268
0.24,1.0745
0.25,2.7858
0.26,-1.0663
0.27,0.39507
0.28,-1.166
0.29,1.5885
0.3,1.7054
0.31,-1.3575
0.32,2.2583
0.33,-0.76066
0.34,0.56031
0.35,1.4418
0.36,0.49946
0.37,2.6573
0.38,3.1235
0.39,0.51851
0.4,-1.5176
0.41,0.033616
0.42,-0.44035
0.43,-0.34788
0.44,-0.70176
0.45,0.51315
0.46,2.5506
0.47,-0.26296
0.48,0.18126
0.49,1.6371
0.5,1.6922
0.51,0.97372
0.52,1.5229
0.53,1.3763
0.54,0.13238
0.55,0.95158
0.56,0.23206
0.57,-0.36024
0.58,1.1828
0.59,0.62381
0.6,0.37752
0.61,0.86459
0.62,1.5687
0.63,0.98208
0.64,0.79175
0.65,0.88497
0.66,0.66434
0.67,-0.15348
0.68,1.4156
0.69,2.0454
0.7,0.11012
0.71,2.5796
0.72,0.48314
0.73,0.42312
0.74,-0.22331
0.75,-0.1107
0.76,-0.26405
0.77,1.05
0.78,2.3003
0.79,1.2378
0.8,1.5716
0.81,2.0661
0.82,-1.7684
0.83,0.57037
0.84,1.0977
0.85,1.4685
0.86,-0.54701
0.87,-0.24154
0.88,1.5614
0.89,0.6605
0.9,1.3364
0.91,-0.17114
0.92,-0.8382
0.93,1.5628
0.94,2.0009
0.95,2.4455
0.96,-0.713
0.97,-0.51197
0.98,-0.64335
0.99,0.79436
1,0.22596
1.01,2.161
1.02,-0.60296
1.03,-0.88505
1.04,1.0677
1.05,2.0604
1.06,0.069532
1.07,-0.38844
1.08,0.73263
1.09,-0.74982
1.1,0.90855
1.11,1.7241
1.12,1.1178
1.13,-1.0048
1.14,0.37181
1.15,0.61073
1.16,2.7304
1.17,1.8356
1.18,0.86753
1.19,2.2377
1.2,-0.1127
1.21,0.58735
1.22,2.3517
1.23,2.4449
1.24,1.6762
1.25,1.4397
1.26,0.36596
1.27,1.7
1.28,0.12986
1.29,1.5354
1.3,1.2454
1.31,2.1055
1.32,0.54285
1.33,1.6073
1.34,1.7667
1.35,0.077346
1.36,1.1341
1.37,2.5772
1.38,1.0943
1.39,0.67508
1.4,1.4421
1.41,0.712
1.42,1.4318
1.43,0.85534
1.44,0.97313
1.45,1.4535
1.46,2.3562
1.47,1.4468
1.48,2.6443
1.49,-1.0316
1.5,0.54824
1.51,1.2341
1.52,0.16354
1.53,-0.27679
