
 5.60357, 13.82193, 16.73270,  5.56801,  2.91349,  1.49394
 5.64950, 13.63515, 16.18707,  5.51548,  2.88880,  1.50671
 5.83322, 13.63515, 16.55082,  5.54174,  2.91349,  1.44287
 5.74136, 13.72854, 16.18707,  5.62054,  2.88880,  1.51948
 5.64950, 13.58845, 16.55082,  5.54174,  2.98757,  1.51948
 5.87915, 13.63515, 16.55082,  5.51548,  2.91349,  1.48117
 5.74136, 13.86863, 16.91457,  5.46295,  2.91349,  1.48117
 5.74136, 13.77523, 16.00519,  5.56801,  3.01226,  1.46841
 5.55763, 13.49506, 16.55082,  5.59427,  2.98757,  1.53225
 5.78729, 13.68184, 16.73270,  5.51548,  2.98757,  1.46841
 5.78729, 13.63515, 16.18707,  5.56801,  2.86411,  1.50671
 5.74136, 13.72854, 16.36894,  5.51548,  3.03695,  1.55779
 5.64950, 13.77523, 16.73270,  5.56801,  3.03695,  1.48117
 5.64950, 13.68184, 16.00519,  5.48922,  2.91349,  1.53225
 5.69543, 13.86863, 16.91457,  5.69933,  3.01226,  1.49394
 5.74136, 13.77523, 16.18707,  5.51548,  2.96288,  1.50671
 5.83322, 13.68184, 16.00519,  5.56801,  3.01226,  1.53225
 5.60357, 13.72854, 16.36894,  5.59427,  2.91349,  1.49394
 5.55763, 13.72854, 15.45956,  5.43669,  2.98757,  1.46841
 5.78729, 13.63515, 16.36894,  5.59427,  2.93818,  1.53225
 5.92508, 13.58845, 16.91457,  5.59427,  2.91349,  1.46841
 5.78729, 13.91532, 16.00519,  5.56801,  2.91349,  1.50671
 5.60357, 13.86863, 17.27833,  5.56801,  2.98757,  1.51948
 5.78729, 13.86863, 16.91457,  5.62054,  2.93818,  1.53225
 5.69543, 13.68184, 15.64143,  5.51548,  2.98757,  1.49394
 5.78729, 13.68184, 16.36894,  5.64680,  2.98757,  1.46841
 5.69543, 13.72854, 16.36894,  5.56801,  2.86411,  1.48117
 5.60357, 13.68184, 16.36894,  5.59427,  3.01226,  1.48117
 5.51170, 13.63515, 16.18707,  5.62054,  2.91349,  1.48117
 5.60357, 13.72854, 16.18707,  5.56801,  2.91349,  1.44287
 5.60357, 13.58845, 16.00519,  5.62054,  3.03695,  1.48117
 5.69543, 13.68184, 17.09645,  5.51548,  2.91349,  1.49394
 5.64950, 13.82193, 15.27768,  5.48922,  3.01226,  1.51948
 5.83322, 13.72854, 15.82331,  5.43669,  2.98757,  1.51948
 5.60357, 13.63515, 16.91457,  5.64680,  2.91349,  1.49394
 5.69543, 13.77523, 15.64143,  5.56801,  2.88880,  1.48117
 5.69543, 13.58845, 16.18707,  5.46295,  3.11102,  1.53225
 5.64950, 13.72854, 16.00519,  5.51548,  2.96288,  1.53225
 5.69543, 13.86863, 16.55082,  5.56801,  2.98757,  1.49394
 5.97101, 13.91532, 15.09580,  5.59427,  2.93818,  1.51948
 5.55763, 13.77523, 16.18707,  5.54174,  3.06164,  1.50671
 5.64950, 13.68184, 16.36894,  5.59427,  2.93818,  1.46841
 5.87915, 13.96202, 16.18707,  5.51548,  3.01226,  1.51948
 5.60357, 13.68184, 15.82331,  5.46295,  2.86411,  1.51948
 5.97101, 13.72854, 16.18707,  5.56801,  3.06164,  1.44287
 5.78729, 13.63515, 16.73270,  5.56801,  2.98757,  1.49394
 5.74136, 13.96202, 16.18707,  5.51548,  2.98757,  1.45564
 5.74136, 13.63515, 16.91457,  5.56801,  2.93818,  1.50671
 5.92508, 13.54176, 17.27833,  5.38416,  3.03695,  1.49394
 5.69543, 13.63515, 16.00519,  5.59427,  2.98757,  1.54502
 5.64950, 13.72854, 15.82331,  5.56801,  2.96288,  1.54502
 5.64950, 13.58845, 15.27768,  5.51548,  2.91349,  1.49394
 5.69543, 13.49506, 16.91457,  5.51548,  2.91349,  1.51948
 5.74136, 13.63515, 16.55082,  5.51548,  2.96288,  1.43010
 5.74136, 13.82193, 16.18707,  5.56801,  3.03695,  1.51948
 5.74136, 13.58845, 15.64143,  5.46295,  2.98757,  1.46841
 5.60357, 13.82193, 16.36894,  5.51548,  2.93818,  1.49394
 5.60357, 13.72854, 16.36894,  5.46295,  2.98757,  1.50671
 5.83322, 13.82193, 16.18707,  5.54174,  3.01226,  1.45564
 5.69543, 13.82193, 16.18707,  5.56801,  3.01226,  1.48117
 5.74136, 13.77523, 16.55082,  5.51548,  2.91349,  1.49394
 5.69543, 13.86863, 16.55082,  5.59427,  3.01226,  1.49394
 5.51170, 13.86863, 16.73270,  5.54174,  2.98757,  1.45564
 5.55763, 13.86863, 16.18707,  5.54174,  2.98757,  1.51948
 5.78729, 13.77523, 16.00519,  5.56801,  2.88880,  1.50671
 5.78729, 13.68184, 15.64143,  5.59427,  2.86411,  1.44287
 5.78729, 13.68184, 16.00519,  5.56801,  2.91349,  1.51948
 5.74136, 13.86863, 16.18707,  5.59427,  2.88880,  1.48117
 5.55763, 13.82193, 16.00519,  5.59427,  2.91349,  1.48117
 5.51170, 13.77523, 16.36894,  5.56801,  2.98757,  1.54502
 5.69543, 13.72854, 16.36894,  5.46295,  2.91349,  1.50671
 5.64950, 13.44836, 15.64143,  5.69933,  2.88880,  1.44287
 5.87915, 13.63515, 16.18707,  5.48922,  2.86411,  1.48117
 5.69543, 13.68184, 16.36894,  5.54174,  2.93818,  1.53225
 5.83322, 13.77523, 16.18707,  5.62054,  2.86411,  1.45564
 5.74136, 13.77523, 16.36894,  5.51548,  2.88880,  1.49394
 5.74136, 13.63515, 16.55082,  5.46295,  2.91349,  1.54502
 5.78729, 13.72854, 16.18707,  5.51548,  2.98757,  1.53225
 5.41984, 13.77523, 16.18707,  5.48922,  2.96288,  1.57056
 5.69543, 13.63515, 15.82331,  5.67307,  3.01226,  1.45564
 5.64950, 13.68184, 16.00519,  5.48922,  2.93818,  1.53225
 5.74136, 13.68184, 15.45956,  5.48922,  3.03695,  1.46841
 5.69543, 14.00871, 16.18707,  5.62054,  2.91349,  1.53225
 5.74136, 13.82193, 16.18707,  5.48922,  2.93818,  1.46841
 5.51170, 13.68184, 16.73270,  5.56801,  3.11102,  1.45564
 5.83322, 14.00871, 16.55082,  5.54174,  3.03695,  1.45564
 5.74136, 13.82193, 17.27833,  5.72559,  2.93818,  1.50671
 5.69543, 13.77523, 16.00519,  5.59427,  3.11102,  1.48117
 5.78729, 13.49506, 16.18707,  5.56801,  2.93818,  1.50671
 5.46577, 13.82193, 16.18707,  5.56801,  2.91349,  1.57056
 5.87915, 13.91532, 15.64143,  5.54174,  2.96288,  1.55779
 5.69543, 13.68184, 16.00519,  5.56801,  2.98757,  1.48117
 5.64950, 13.58845, 16.18707,  5.56801,  2.86411,  1.50671
 5.69543, 13.68184, 16.00519,  5.51548,  2.93818,  1.49394
 5.55763, 13.77523, 16.18707,  5.54174,  2.83942,  1.49394
 5.78729, 13.91532, 17.46021,  5.51548,  2.96288,  1.44287
 5.46577, 13.58845, 16.55082,  5.51548,  2.96288,  1.53225
 5.78729, 13.68184, 16.55082,  5.62054,  2.96288,  1.48117
 5.83322, 13.63515, 16.36894,  5.41042,  2.86411,  1.45564
 5.83322, 13.68184, 15.09580,  5.64680,  2.98757,  1.49394
