
 2.29654, 15.40958,  7.27509,  3.49314,  1.65427,  3.00066
 2.29654, 15.50298,  7.09321,  3.51940,  1.72834,  2.94958
 1.83723, 15.50298,  7.09321,  3.57193,  1.65427,  2.97512
 2.11282, 15.40958,  7.63884,  3.51940,  1.60489,  2.98789
 2.11282, 15.50298,  7.27509,  3.51940,  1.65427,  2.96235
 2.06689, 15.68976,  7.82072,  3.38808,  1.62958,  2.94958
 2.20468, 15.45628,  7.45696,  3.49314,  1.72834,  2.96235
 2.06689, 15.40958,  7.27509,  3.51940,  1.62958,  2.93681
 2.15875, 15.26950,  6.72945,  3.51940,  1.60489,  2.91127
 1.92910, 15.50298,  7.45696,  3.46687,  1.62958,  2.91127
 2.11282, 15.40958,  7.09321,  3.54567,  1.70365,  2.98789
 2.20468, 15.31619,  7.27509,  3.46687,  1.67896,  2.96235
 2.02096, 15.45628,  7.27509,  3.38808,  1.55551,  2.94958
 2.15875, 15.59637,  7.82072,  3.57193,  1.62958,  2.93681
 2.06689, 15.50298,  7.09321,  3.46687,  1.67896,  2.92404
 2.25061, 15.36289,  7.45696,  3.54567,  1.75303,  2.92404
 2.11282, 15.36289,  7.45696,  3.49314,  1.65427,  2.94958
 2.15875, 15.54967,  6.00195,  3.46687,  1.65427,  2.94958
 1.92910, 15.54967,  6.91133,  3.41434,  1.62958,  2.94958
 2.06689, 15.40958,  7.45696,  3.46687,  1.58020,  2.98789
 1.83723, 15.36289,  6.91133,  3.46687,  1.62958,  2.91127
 2.20468, 15.40958,  6.91133,  3.51940,  1.58020,  2.92404
 2.38840, 15.22280,  6.54758,  3.54567,  1.60489,  2.96235
 2.29654, 15.40958,  7.09321,  3.44061,  1.70365,  2.91127
 2.20468, 15.54967,  6.91133,  3.46687,  1.55551,  2.89851
 2.25061, 15.31619,  7.27509,  3.41434,  1.60489,  2.96235
 2.11282, 15.50298,  7.27509,  3.44061,  1.65427,  2.97512
 2.15875, 15.40958,  7.27509,  3.57193,  1.72834,  2.96235
 2.15875, 15.40958,  6.91133,  3.38808,  1.58020,  2.92404
 2.20468, 15.50298,  6.72945,  3.41434,  1.65427,  3.01342
 2.15875, 15.40958,  6.54758,  3.38808,  1.62958,  2.94958
 1.97503, 15.40958,  7.63884,  3.54567,  1.62958,  2.97512
 1.97503, 15.45628,  6.91133,  3.38808,  1.65427,  2.96235
 2.15875, 15.40958,  7.09321,  3.41434,  1.70365,  2.94958
 2.11282, 15.40958,  7.09321,  3.44061,  1.60489,  2.96235
 2.02096, 15.40958,  7.27509,  3.36182,  1.62958,  2.93681
 2.11282, 15.59637,  7.27509,  3.41434,  1.72834,  2.93681
 1.97503, 15.54967,  6.91133,  3.51940,  1.58020,  2.98789
 2.11282, 15.64306,  6.36570,  3.46687,  1.60489,  2.98789
 1.92910, 15.50298,  6.91133,  3.46687,  1.62958,  2.97512
 2.15875, 15.54967,  7.45696,  3.54567,  1.62958,  2.94958
 2.06689, 15.68976,  6.91133,  3.44061,  1.67896,  3.00066
 2.20468, 15.26950,  6.18382,  3.49314,  1.62958,  2.92404
 2.38840, 15.40958,  7.09321,  3.54567,  1.65427,  2.92404
 2.20468, 15.31619,  7.45696,  3.46687,  1.62958,  2.92404
 2.06689, 15.40958,  7.45696,  3.51940,  1.72834,  2.94958
 2.25061, 15.64306,  6.91133,  3.30929,  1.60489,  2.97512
 2.20468, 15.36289,  7.09321,  3.38808,  1.67896,  2.96235
 2.11282, 15.45628,  6.36570,  3.36182,  1.62958,  2.96235
 2.06689, 15.59637,  6.54758,  3.51940,  1.67896,  2.98789
 2.02096, 15.31619,  7.27509,  3.59819,  1.70365,  2.92404
 2.11282, 15.31619,  7.45696,  3.59819,  1.60489,  2.97512
 2.38840, 15.54967,  6.91133,  3.51940,  1.67896,  2.98789
 2.20468, 15.50298,  7.27509,  3.44061,  1.60489,  2.92404
 2.11282, 15.36289,  6.72945,  3.44061,  1.62958,  2.92404
 2.11282, 15.40958,  7.09321,  3.49314,  1.65427,  2.96235
 2.20468, 15.40958,  6.54758,  3.49314,  1.67896,  2.97512
 2.15875, 15.64306,  6.72945,  3.51940,  1.65427,  2.97512
 2.06689, 15.54967,  6.54758,  3.46687,  1.65427,  2.96235
 2.02096, 15.36289,  7.09321,  3.49314,  1.70365,  2.96235
 1.88317, 15.31619,  7.09321,  3.44061,  1.70365,  2.96235
 2.25061, 15.54967,  6.91133,  3.36182,  1.62958,  2.93681
 2.15875, 15.36289,  7.09321,  3.57193,  1.65427,  2.94958
 2.15875, 15.40958,  6.54758,  3.36182,  1.60489,  2.92404
 2.20468, 15.36289,  7.27509,  3.44061,  1.65427,  2.98789
 2.20468, 15.26950,  6.72945,  3.49314,  1.65427,  2.93681
 2.20468, 15.40958,  6.91133,  3.44061,  1.58020,  2.96235
 1.92910, 15.45628,  6.54758,  3.46687,  1.70365,  2.92404
